category,rating,label,text,word_count,excl_count
Home_and_Kitchen_5,2,OR,I ordered two of these and one is a very tan color (as in the image) and one is dark brown. The inner parts are not at all finished and the quality just doesn't look very good. Spend a little more for something that will look good.,47,0
Sports_and_Outdoors_5,4,CG,"they work as they should, and it's a very comfortable fit.  I have a large one",16,0
Pet_Supplies_5,3,OR,"The Bottoms Up was difficult for us, probably because of the 65 pound weight of our dog. I imagine it would be much easier with a smaller dog. Holding that much weight with just one arm is tough, and we guessed that the straps weren't comfortable for the dog.  Having to put it on each time we took him out wasn't convenient either.
We switched to a harness that fits on the back somewhat like a girdle. We put it on in the morning and it stays on all day. All we have to do to go out is to snap handles on. And, since there's two handles we can share the load. I'm sure it's more comfortable for the dog since the weight is distributed over a large area, rather than the two straps on the Bottoms Up.",139,0
Home_and_Kitchen_5,5,OR,Never used one of these before this purchase . Not sure how I got along without it all this time. These things are great!,24,1
Electronics_5,5,OR,"But it isn't obnoxious.  Sort of thing that people just sort of 'discover'  sitting there.
And it works - I desperately needed more USB slots, and this worked.  Not a problem with how it functions.
So it is interesting, people comment on it (or don't, which sorts out Who Knows What), and it works without a problem.",57,0
Clothing_Shoes_and_Jewelry_5,4,OR,Fit smaller than I expected.  If you have no womanly curves it would fit just fine.,16,0
Kindle_Store_5,5,OR,Love the MC books by this author. Every one of them are extremely well written and keeps you engaged from start to finish. Ready for the next book.,28,0
Sports_and_Outdoors_5,5,CG,"Good quality, looks like it will last me a long time.

If you have a larger",16,0
Home_and_Kitchen_5,1,CG,"The slots aren't big enough for me, so I just put it on my bed and it fits.",18,0
Pet_Supplies_5,5,OR,My cat loves this - she thinks she is the queen sitting on the top.  She plays with the toy and uses the scratching post.  It looks nice too.,29,0
Sports_and_Outdoors_5,5,CG,"I have some iron dumbbells that have the iron chain in them.  These have the iron chain in them so they don't get stuck.  The ring is a little too loose and the chain is too loose.  The next time I use them I will see if they would work.  They work great for the purpose.  I can't wait to use them.I love this gun. It does what it's supposed to do. It's easy to shoot and easy to conceal. I've shot about 1,000 rounds in it, and it's actually not bad. It's super light and easy to carry. It's a good price. I'm not a big fan of the red dot and this thing does the job perfectly. I can see why I would buy it. It has a good grip, but I have to adjust the sights to get it to look like it was shot. I'm hoping this gun will last a long time,",157,0
Pet_Supplies_5,4,OR,"With this, I can really get good distance on our fetch game. My dog is pretty fit and throwing short distances gets tiring for my arm because the dog brings the ball back so quickly. This gives my arm a break and the dog a longer run.",47,0
Clothing_Shoes_and_Jewelry_5,4,OR,"Nicely made. Thin, but enough cushion to make slight impact.",10,0
Electronics_5,4,OR,"Not bad for the price.
The audio is good. The programming through the front panel (keypad) is easier than a Uv-5R. It has better audio than a Baofeng. It has better output than a Baoefeng (~1w more). The feel of the radio is great for the price range. the cross band repeat is a nice feature. The display is good, easy to read.

Now the bad...

-Chrip, not there yet. It actually corrupts several of the channel settings when I push this to the radio. This may change in the future, but with the latest (as of Dec. 1 2014) daily release...not there yet.
- The Wouxen software, not good. Its better than the Baofeng software, but I still find it challenging to move memory slots around.

Also, I want to include in memory several law enforcement frequencies, WX and PUD frequencies, but there is no way that I can see to disable TX? Whats up with that? On other radios, I can add frequencies to my channel memories, but I can disable TX for those. On the KG-U8D I see no way to do this. So I only hope that my kids don't get a hold of the radio and key down on those channels. I can disable TX on any other radio I own including the cheap UV-5R's; So I was really disappointed to see this.

Other than that, I find the Intermod on the radio not bad compared to other Chinese radios. Its not a yaseu but at a 1/3 of the price its not bad.",259,0
Sports_and_Outdoors_5,5,OR,"Worked great on our first campout - there was light rain, and the bottom of our tent stayed dry.  Seems durable, the campsite had rocks everywhere and the groundsheet didn't rip or tear.",33,0
Books_5,5,OR,Great resource for IT directors and HIPAA officers responsible of the security and regulations of the information technology components and policies and procedures.,23,0
Movies_and_TV_5,4,CG,"I took my son to see this movie.  We loved it.  He loves it.  He loves it.  I am a movie buff, and I'm a big fan of movies.  I know that this movie is a movie for kids and adults alike.  I also love it for the whole family.  I'm not sure if it is a comedy or a film for older kids, but I think it's an adult movie.  It's very touching.  I highly recommend this movie.I thought this was going to be one of the best shows ever made.  The acting was superb, the direction was perfect, and the production values were top notch.  I highly recommend this to anyone who has never seen or heard of the show.  If you're a fan of the show, then this is the show for you.  I hope you enjoy it as much as I did.This is a movie that I enjoyed watching over and over.",156,0
